session_id,user_id,started_at,ended_at,duration_seconds,device_type,entry_page,campaign
sess_4559,user_189,2024-12-20T12:52:32,2024-12-20T15:44:34,10322,mobile,tags,organic
sess_4560,user_69,2025-06-30T20:22:50,2025-06-30T22:40:24,8254,mobile,app/tags/explore,fb_ads
sess_4561,user_18,2024-11-19T05:16:01,2024-11-19T07:56:01,9600,desktop,posts/list,email
sess_4562,user_370,2024-08-28T08:36:15,2024-08-28T10:43:42,7647,mobile,explore/wp-content/search,fb_ads
sess_4563,user_272,2024-05-11T15:09:33,2024-05-11T16:12:24,3771,mobile,wp-content/wp-content,fb_ads
sess_4564,user_634,2024-06-24T23:09:24,2024-06-25T01:11:41,7337,desktop,list,google
sess_4565,user_425,2025-08-14T01:57:23,2025-08-14T04:40:11,9768,desktop,tag/tags,google
sess_4566,user_312,2024-08-04T11:44:22,2024-08-04T12:04:47,1225,mobile,tag/categories,fb_ads
sess_4567,user_724,2024-05-10T15:32:29,2024-05-10T16:44:56,4347,mobile,explore/explore,email
sess_4568,user_909,2024-03-20T14:01:10,2024-03-20T15:52:52,6702,mobile,list,fb_ads
sess_4569,user_5,2025-02-24T07:55:45,2025-02-24T08:37:23,2498,mobile,list,fb_ads
sess_4570,user_112,2025-08-12T21:05:11,2025-08-12T23:03:11,7080,mobile,tag,organic
sess_4571,user_375,2024-06-28T07:39:16,2024-06-28T08:52:26,4390,mobile,category/tag,organic
sess_4572,user_147,2025-04-07T07:50:45,2025-04-07T07:58:42,477,tablet,categories/app/list,google
sess_4573,user_404,2025-08-24T00:47:13,2025-08-24T01:19:30,1937,mobile,wp-content,google
sess_4574,user_836,2025-03-18T02:29:33,2025-03-18T04:51:03,8490,mobile,list/posts,fb_ads
sess_4575,user_991,2024-07-27T06:34:14,2024-07-27T06:48:24,850,mobile,tag/categories/wp-content,organic
sess_4576,user_9,2025-07-29T03:08:20,2025-07-29T05:52:31,9851,mobile,category/main/blog,organic
sess_4577,user_918,2024-09-20T17:48:03,2024-09-20T18:56:55,4132,desktop,categories,organic
sess_4578,user_710,2024-01-26T11:30:31,2024-01-26T11:37:57,446,mobile,categories,email
sess_4579,user_538,2024-04-07T00:21:45,2024-04-07T00:33:17,692,mobile,categories/explore/blog,organic
sess_4580,user_117,2025-03-02T07:55:30,2025-03-02T10:25:15,8985,tablet,blog/wp-content/blog,organic
sess_4581,user_912,2024-11-14T09:45:44,2024-11-14T10:43:01,3437,mobile,blog/posts/app,google
sess_4582,user_918,2024-07-22T11:32:14,2024-07-22T12:34:32,3738,mobile,tags/category/category,
sess_4583,user_868,2024-11-08T02:43:14,2024-11-08T02:54:59,705,mobile,categories/category/blog,organic
sess_4584,user_858,2025-09-24T23:06:25,2025-09-25T01:35:54,8969,mobile,app,organic
sess_4585,user_338,2025-01-26T20:17:04,2025-01-26T22:44:09,8825,mobile,app/wp-content,fb_ads
sess_4586,user_19,2025-03-15T10:30:52,2025-03-15T11:54:43,5031,mobile,category,
sess_4587,user_716,2025-04-27T05:09:37,2025-04-27T06:40:05,5428,desktop,app,organic
sess_4588,user_912,2025-09-21T11:20:19,2025-09-21T13:44:34,8655,mobile,tags/blog,organic
sess_4589,user_317,2024-07-13T02:11:18,2024-07-13T05:04:28,10390,mobile,tags,fb_ads
sess_4590,user_331,2024-11-23T05:41:56,2024-11-23T08:18:08,9372,mobile,blog/explore,fb_ads
sess_4591,user_486,2025-03-09T13:31:17,2025-03-09T15:43:16,7919,mobile,tag,
sess_4592,user_569,2024-02-20T04:38:54,2024-02-20T06:33:11,6857,mobile,tags,email
sess_4593,user_421,2024-10-22T08:47:30,2024-10-22T09:49:51,3741,desktop,posts/main/category,google
sess_4594,user_666,2024-06-29T23:08:08,2024-06-30T02:05:37,10649,desktop,tag/main/app,organic
sess_4595,user_286,2024-12-26T17:52:50,2024-12-26T18:43:24,3034,mobile,posts/list/tag,organic
sess_4596,user_121,2025-01-01T15:03:50,2025-01-01T15:33:19,1769,mobile,tag/search/blog,
sess_4597,user_922,2024-11-12T08:05:48,2024-11-12T09:30:57,5109,desktop,blog/app,google
sess_4598,user_825,2024-02-11T22:43:06,2024-02-11T23:44:16,3670,mobile,category/posts/tag,fb_ads
sess_4599,user_769,2025-04-28T00:31:14,2025-04-28T00:32:45,91,desktop,category,
sess_4600,user_988,2024-03-30T03:16:56,2024-03-30T05:20:18,7402,mobile,app/tags,fb_ads
sess_4601,user_598,2024-04-22T08:16:00,2024-04-22T10:49:49,9229,desktop,wp-content/tags,
sess_4602,user_666,2024-05-05T12:20:03,2024-05-05T13:07:41,2858,mobile,tags/posts,fb_ads
sess_4603,user_800,2024-02-11T01:33:19,2024-02-11T01:45:11,712,mobile,main/tags/main,
sess_4604,user_76,2024-12-10T08:29:32,2024-12-10T10:34:55,7523,mobile,explore/app/wp-content,organic
sess_4605,user_537,2025-02-03T13:54:32,2025-02-03T16:39:04,9872,mobile,explore,email
sess_4606,user_236,2025-01-21T10:08:34,2025-01-21T12:11:55,7401,mobile,tags,organic
sess_4607,user_13,2025-05-23T23:11:14,2025-05-24T00:20:43,4169,desktop,wp-content/tags/list,google
sess_4608,user_88,2025-01-02T10:01:15,2025-01-02T12:32:47,9092,mobile,posts/posts/posts,email
sess_4609,user_682,2024-03-03T21:00:54,2024-03-03T22:54:17,6803,mobile,list/explore/category,
sess_4610,user_10,2025-02-05T03:12:14,2025-02-05T03:58:07,2753,mobile,posts/list/category,google
sess_4611,user_503,2024-05-19T00:54:12,2024-05-19T01:43:32,2960,mobile,explore,
sess_4612,user_565,2024-11-10T21:16:27,2024-11-10T21:57:20,2453,mobile,category/app/category,google
sess_4613,user_480,2025-04-11T01:59:03,2025-04-11T04:14:03,8100,mobile,explore/wp-content/main,google
sess_4614,user_182,2024-10-17T07:48:50,2024-10-17T09:33:36,6286,mobile,app/tags,email
sess_4615,user_361,2024-06-28T09:39:36,2024-06-28T11:47:36,7680,mobile,categories,
sess_4616,user_223,2025-06-12T18:43:10,2025-06-12T21:27:48,9878,mobile,category,organic
sess_4617,user_950,2024-09-21T07:29:05,2024-09-21T08:13:22,2657,tablet,app/tags,email
sess_4618,user_498,2025-08-09T07:16:53,2025-08-09T07:29:22,749,mobile,tags/explore/app,organic
sess_4619,user_152,2025-06-04T20:04:17,2025-06-04T22:08:40,7463,mobile,app/search/main,email
sess_4620,user_948,2025-02-12T16:58:23,2025-02-12T19:15:17,8214,desktop,list/blog,fb_ads
sess_4621,user_589,2025-07-24T20:07:03,2025-07-24T22:30:27,8604,mobile,app/search/search,google
sess_4622,user_196,2025-08-25T11:41:30,2025-08-25T13:10:53,5363,mobile,explore/categories,organic
sess_4623,user_476,2025-09-25T14:24:09,2025-09-25T15:24:21,3612,mobile,category/categories,fb_ads
sess_4624,user_636,2025-04-13T21:46:09,2025-04-13T22:20:59,2090,desktop,tag,google
sess_4625,user_668,2025-09-27T04:45:44,2025-09-27T04:57:20,696,mobile,posts,fb_ads
sess_4626,user_460,2025-06-02T21:06:26,2025-06-02T21:30:34,1448,mobile,categories,organic
sess_4627,user_873,2024-12-04T05:53:30,2024-12-04T06:44:05,3035,mobile,blog,
sess_4628,user_438,2024-04-14T04:53:42,2024-04-14T06:36:37,6175,mobile,main/explore/search,email
sess_4629,user_433,2025-01-03T04:17:31,2025-01-03T06:59:20,9709,tablet,search,fb_ads
sess_4630,user_836,2024-12-09T05:16:21,2024-12-09T08:00:31,9850,mobile,explore,organic
sess_4631,user_875,2024-04-17T01:06:05,2024-04-17T01:19:19,794,tablet,categories/posts,google
sess_4632,user_242,2025-05-03T13:09:11,2025-05-03T15:01:32,6741,desktop,blog/tags,email
sess_4633,user_986,2024-07-23T18:21:41,2024-07-23T19:44:28,4967,desktop,posts/wp-content/categories,fb_ads
sess_4634,user_319,2024-06-11T23:30:31,2024-06-12T00:43:16,4365,mobile,tag,email
sess_4635,user_980,2025-03-04T13:34:39,2025-03-04T14:28:22,3223,mobile,main,google
sess_4636,user_114,2025-03-11T06:14:26,2025-03-11T08:28:59,8073,mobile,tag,google
sess_4637,user_533,2025-04-08T05:34:09,2025-04-08T07:01:11,5222,mobile,tags/tag/tag,fb_ads
sess_4638,user_503,2024-06-12T10:54:19,2024-06-12T11:49:11,3292,mobile,posts/tag,
sess_4639,user_201,2025-02-26T06:17:23,2025-02-26T07:36:08,4725,mobile,search/explore/tags,email
sess_4640,user_470,2024-11-12T02:45:51,2024-11-12T03:42:26,3395,mobile,tag,organic
sess_4641,user_20,2025-03-13T05:26:48,2025-03-13T06:56:46,5398,mobile,search,organic
sess_4642,user_409,2025-02-03T02:25:54,2025-02-03T04:19:01,6787,tablet,app,organic
sess_4643,user_907,2025-08-24T22:12:13,2025-08-25T00:55:03,9770,mobile,tag/tags,email
sess_4644,user_125,2024-03-31T09:56:02,2024-03-31T10:31:37,2135,mobile,search,google
sess_4645,user_597,2024-10-07T22:02:58,2024-10-07T23:22:50,4792,desktop,tag,
sess_4646,user_735,2024-12-08T10:59:47,2024-12-08T13:31:33,9106,desktop,main/category,email
sess_4647,user_125,2025-09-24T10:31:07,2025-09-24T13:15:42,9875,mobile,categories/tag/app,email
sess_4648,user_997,2025-04-20T19:40:33,2025-04-20T22:36:44,10571,mobile,category/category/search,email
sess_4649,user_664,2024-10-30T06:06:37,2024-10-30T07:59:16,6759,desktop,wp-content/tags/tag,organic
sess_4650,user_890,2024-05-01T03:05:09,2024-05-01T03:14:56,587,mobile,tags,google
sess_4651,user_293,2025-06-15T21:21:19,2025-06-16T00:02:56,9697,mobile,app/tags/list,
sess_4652,user_632,2024-11-08T15:23:43,2024-11-08T15:54:41,1858,mobile,categories/categories/blog,email
sess_4653,user_654,2024-04-18T01:49:14,2024-04-18T03:29:30,6016,tablet,app/wp-content/main,email
sess_4654,user_170,2025-03-31T22:54:52,2025-04-01T00:23:01,5289,desktop,posts/wp-content/explore,fb_ads
sess_4655,user_397,2025-07-31T20:23:35,2025-07-31T21:10:25,2810,mobile,app,fb_ads
sess_4656,user_549,2024-07-13T00:25:22,2024-07-13T01:23:59,3517,mobile,tags,fb_ads
sess_4657,user_664,2024-05-16T12:39:16,2024-05-16T13:37:49,3513,desktop,tag,google
sess_4658,user_135,2024-02-13T15:12:13,2024-02-13T15:48:41,2188,desktop,tag/category/categories,google
sess_4659,user_459,2024-01-06T06:05:56,2024-01-06T07:18:56,4380,desktop,wp-content,
sess_4660,user_210,2025-01-24T08:15:20,2025-01-24T10:15:35,7215,desktop,wp-content/tags,fb_ads
sess_4661,user_357,2025-02-20T21:33:13,2025-02-21T00:32:10,10737,desktop,categories/main/search,fb_ads
sess_4662,user_442,2025-06-06T07:14:26,2025-06-06T07:43:34,1748,mobile,posts/explore/main,email
sess_4663,user_819,2025-08-31T15:10:46,2025-08-31T16:04:09,3203,desktop,blog/main/main,email
sess_4664,user_752,2025-06-05T07:24:07,2025-06-05T08:42:56,4729,mobile,tags/tags/categories,fb_ads
sess_4665,user_757,2024-12-08T16:47:24,2024-12-08T17:36:32,2948,mobile,app/tag,
sess_4666,user_282,2024-06-17T00:50:24,2024-06-17T03:15:36,8712,mobile,category/categories,fb_ads
sess_4667,user_176,2024-09-09T07:59:37,2024-09-09T08:04:43,306,mobile,search/category,fb_ads
sess_4668,user_455,2024-05-19T10:19:52,2024-05-19T11:45:06,5114,desktop,posts/blog/category,email
sess_4669,user_885,2025-09-24T23:08:29,2025-09-25T01:24:57,8188,mobile,search/wp-content,email
sess_4670,user_317,2025-04-29T17:11:58,2025-04-29T19:48:18,9380,mobile,posts,organic
sess_4671,user_230,2025-06-19T16:07:20,2025-06-19T17:11:53,3873,desktop,posts/posts/list,fb_ads
sess_4672,user_993,2024-04-07T16:15:22,2024-04-07T18:46:12,9050,mobile,main/blog/main,email
sess_4673,user_529,2024-07-12T03:30:08,2024-07-12T04:20:59,3051,desktop,tag/explore,
sess_4674,user_227,2024-10-20T03:58:05,2024-10-20T04:39:03,2458,mobile,blog,organic
sess_4675,user_931,2024-02-03T20:06:54,2024-02-03T21:43:02,5768,mobile,app/list/explore,organic
sess_4676,user_305,2024-02-10T00:04:44,2024-02-10T01:35:47,5463,mobile,posts/search/category,organic
sess_4677,user_899,2024-06-05T09:39:04,2024-06-05T09:58:12,1148,mobile,explore/app,email
sess_4678,user_159,2024-09-02T21:38:05,2024-09-03T00:16:46,9521,mobile,wp-content,email
sess_4679,user_139,2025-09-08T13:22:17,2025-09-08T15:31:23,7746,mobile,list/app,organic
sess_4680,user_334,2024-12-20T15:55:52,2024-12-20T16:42:37,2805,mobile,list,organic
sess_4681,user_558,2025-04-28T20:13:29,2025-04-28T22:45:35,9126,desktop,tag,fb_ads
sess_4682,user_750,2025-09-27T05:00:58,2025-09-27T06:29:15,5297,mobile,blog/wp-content,
sess_4683,user_429,2025-09-25T07:46:18,2025-09-25T08:09:31,1393,mobile,wp-content,google
sess_4684,user_770,2025-07-22T08:48:32,2025-07-22T11:15:04,8792,mobile,tag/search,organic
sess_4685,user_99,2024-08-08T03:01:10,2024-08-08T03:08:49,459,mobile,tags/main,fb_ads
sess_4686,user_820,2024-10-15T05:53:41,2024-10-15T07:00:09,3988,mobile,categories/wp-content/wp-content,organic
sess_4687,user_939,2025-05-21T08:07:59,2025-05-21T10:02:58,6899,mobile,main/posts/main,
sess_4688,user_124,2024-03-20T15:06:25,2024-03-20T17:12:39,7574,desktop,categories/search/app,
sess_4689,user_127,2024-05-02T06:52:13,2024-05-02T08:44:47,6754,mobile,tags/category,organic
sess_4690,user_141,2024-11-10T19:08:04,2024-11-10T21:58:14,10210,mobile,tag,
sess_4691,user_857,2024-01-24T11:31:42,2024-01-24T13:25:55,6853,mobile,categories/main,
sess_4692,user_674,2025-04-03T20:01:18,2025-04-03T21:25:33,5055,mobile,blog,organic
sess_4693,user_717,2024-01-09T03:12:26,2024-01-09T03:38:01,1535,desktop,blog,
sess_4694,user_979,2025-02-02T23:38:18,2025-02-03T02:21:18,9780,mobile,blog,
sess_4695,user_402,2025-03-01T15:50:08,2025-03-01T16:34:18,2650,mobile,main/explore,email
sess_4696,user_350,2024-08-24T10:07:07,2024-08-24T11:10:06,3779,desktop,explore,
sess_4697,user_401,2024-11-12T05:29:30,2024-11-12T06:59:22,5392,mobile,wp-content/category/blog,google
sess_4698,user_129,2025-01-07T06:01:06,2025-01-07T06:50:46,2980,desktop,app/search,
sess_4699,user_499,2024-04-03T19:37:14,2024-04-03T20:54:54,4660,mobile,list/search,
sess_4700,user_537,2024-05-30T10:41:29,2024-05-30T10:42:21,52,mobile,tag/wp-content/categories,organic
sess_4701,user_343,2024-04-18T17:18:54,2024-04-18T18:39:30,4836,mobile,search/tags/main,organic
sess_4702,user_906,2025-09-03T20:44:09,2025-09-03T22:55:39,7890,mobile,blog/category/posts,email
sess_4703,user_997,2024-06-24T11:01:58,2024-06-24T12:59:00,7022,mobile,blog/posts,fb_ads
sess_4704,user_658,2025-09-10T08:15:56,2025-09-10T10:12:13,6977,mobile,explore/explore/app,google
sess_4705,user_830,2024-09-13T03:59:55,2024-09-13T05:20:09,4814,desktop,tag/category,fb_ads
sess_4706,user_909,2024-07-15T15:13:30,2024-07-15T17:32:55,8365,mobile,app/app,email
sess_4707,user_574,2024-06-17T00:29:34,2024-06-17T01:52:32,4978,mobile,categories/explore,email
sess_4708,user_50,2024-06-16T17:38:53,2024-06-16T18:22:38,2625,mobile,blog/list/app,google
sess_4709,user_431,2024-02-29T08:24:32,2024-02-29T10:37:46,7994,mobile,category/posts/wp-content,email
sess_4710,user_735,2025-06-25T09:35:24,2025-06-25T10:50:40,4516,mobile,tag/blog/tag,
sess_4711,user_109,2024-03-31T07:45:31,2024-03-31T10:42:48,10637,mobile,categories,google
sess_4712,user_215,2025-01-04T00:52:31,2025-01-04T02:59:26,7615,mobile,category,
sess_4713,user_539,2025-06-23T22:46:13,2025-06-24T01:45:03,10730,mobile,app,fb_ads
sess_4714,user_257,2024-04-14T22:11:48,2024-04-15T01:01:06,10158,mobile,categories/explore,
sess_4715,user_425,2025-07-09T00:36:05,2025-07-09T02:22:13,6368,tablet,tag,
sess_4716,user_28,2024-11-11T02:29:59,2024-11-11T02:33:49,230,mobile,wp-content,google
sess_4717,user_745,2025-08-30T17:43:53,2025-08-30T19:35:47,6714,desktop,search/list/posts,fb_ads
sess_4718,user_41,2025-02-15T18:28:20,2025-02-15T18:43:33,913,mobile,list/categories,
sess_4719,user_878,2025-06-13T12:37:21,2025-06-13T13:05:41,1700,mobile,posts/category,organic
sess_4720,user_541,2025-04-12T12:35:39,2025-04-12T14:59:08,8609,mobile,posts,
sess_4721,user_213,2024-09-12T15:35:06,2024-09-12T16:46:23,4277,desktop,list/tag,
sess_4722,user_940,2024-03-27T12:04:05,2024-03-27T12:13:23,558,mobile,blog/categories,google
sess_4723,user_780,2024-04-11T14:39:03,2024-04-11T16:42:26,7403,tablet,posts/category,organic
sess_4724,user_920,2024-06-10T21:45:28,2024-06-10T23:14:48,5360,desktop,posts/app,organic
sess_4725,user_469,2025-04-24T04:25:27,2025-04-24T05:30:03,3876,mobile,categories/app,fb_ads
sess_4726,user_912,2025-02-13T01:02:37,2025-02-13T01:14:39,722,mobile,categories,
sess_4727,user_982,2024-04-12T15:04:24,2024-04-12T16:59:48,6924,mobile,main/search/app,fb_ads
sess_4728,user_410,2025-07-08T22:01:06,2025-07-08T23:11:54,4248,mobile,explore/tags,organic
sess_4729,user_786,2024-12-08T20:55:14,2024-12-08T23:47:38,10344,desktop,explore/blog,fb_ads
sess_4730,user_491,2025-08-11T13:23:56,2025-08-11T13:28:23,267,mobile,wp-content,google
sess_4731,user_91,2025-06-29T18:39:15,2025-06-29T20:39:28,7213,mobile,search/list,organic
sess_4732,user_372,2024-03-11T05:56:57,2024-03-11T06:41:02,2645,mobile,wp-content/tag/tags,fb_ads
sess_4733,user_286,2024-09-21T11:36:15,2024-09-21T14:35:47,10772,mobile,explore/tag,organic
sess_4734,user_978,2024-04-25T11:30:30,2024-04-25T12:52:51,4941,mobile,categories,google
sess_4735,user_598,2024-09-13T11:38:51,2024-09-13T12:47:03,4092,mobile,blog/blog/wp-content,organic
sess_4736,user_8,2024-05-28T22:52:05,2024-05-29T01:34:59,9774,mobile,main,fb_ads
sess_4737,user_750,2025-05-26T13:20:03,2025-05-26T14:50:58,5455,mobile,explore/tag,
sess_4738,user_251,2024-05-07T19:14:54,2024-05-07T21:08:41,6827,mobile,categories,fb_ads
sess_4739,user_996,2025-08-17T09:51:14,2025-08-17T11:27:17,5763,mobile,app/search/tags,
sess_4740,user_5,2024-02-15T04:34:31,2024-02-15T05:28:35,3244,mobile,tags/search,fb_ads
sess_4741,user_750,2025-03-12T10:56:36,2025-03-12T11:21:33,1497,desktop,tags/main,organic
sess_4742,user_175,2025-02-12T06:39:48,2025-02-12T06:46:47,419,mobile,categories/blog/app,organic
sess_4743,user_144,2025-01-07T14:11:28,2025-01-07T16:48:43,9435,mobile,list/app/tag,email
sess_4744,user_122,2024-02-10T18:32:35,2024-02-10T20:40:48,7693,desktop,main/category,email
sess_4745,user_453,2025-02-27T01:07:48,2025-02-27T03:38:36,9048,mobile,wp-content/blog,email
sess_4746,user_343,2024-08-29T23:30:49,2024-08-30T01:47:22,8193,desktop,main/main,email
sess_4747,user_617,2024-03-25T07:58:12,2024-03-25T10:24:11,8759,mobile,category/search,google
sess_4748,user_648,2025-08-01T12:24:44,2025-08-01T12:49:28,1484,mobile,tags/list,organic
sess_4749,user_158,2024-06-22T20:16:27,2024-06-22T20:56:45,2418,mobile,categories/list/wp-content,email
sess_4750,user_167,2024-10-14T10:23:22,2024-10-14T12:58:36,9314,desktop,explore,email
sess_4751,user_850,2025-07-13T07:40:12,2025-07-13T09:54:43,8071,desktop,posts/search/search,organic
sess_4752,user_785,2025-07-06T00:22:16,2025-07-06T00:34:00,704,mobile,search,
sess_4753,user_947,2025-06-19T19:57:05,2025-06-19T21:59:28,7343,mobile,tag/tag,
sess_4754,user_251,2025-04-23T02:08:31,2025-04-23T04:37:25,8934,mobile,tags/categories/blog,email
sess_4755,user_532,2024-11-10T21:04:01,2024-11-10T23:36:53,9172,mobile,tag,fb_ads
sess_4756,user_787,2024-11-18T22:02:34,2024-11-18T23:47:33,6299,mobile,app,fb_ads
sess_4757,user_915,2025-06-22T09:12:12,2025-06-22T09:46:44,2072,mobile,wp-content/explore/categories,fb_ads
sess_4758,user_254,2024-01-24T04:52:06,2024-01-24T05:01:10,544,mobile,search/main/main,fb_ads
sess_4759,user_765,2025-03-17T00:58:06,2025-03-17T03:11:41,8015,desktop,list/tags,
sess_4760,user_28,2024-02-06T06:07:54,2024-02-06T07:59:52,6718,mobile,wp-content/list/main,
sess_4761,user_513,2025-08-24T19:02:56,2025-08-24T19:19:39,1003,mobile,tag/tags,
sess_4762,user_510,2024-03-12T09:30:12,2024-03-12T11:28:07,7075,desktop,app,fb_ads
sess_4763,user_534,2024-07-30T11:07:20,2024-07-30T12:08:18,3658,desktop,search/main/explore,organic
sess_4764,user_893,2025-08-19T23:53:52,2025-08-20T01:53:47,7195,mobile,search/categories/list,organic
sess_4765,user_257,2025-04-16T14:17:26,2025-04-16T17:08:49,10283,mobile,explore/category,
sess_4766,user_217,2025-01-15T14:05:37,2025-01-15T16:48:00,9743,mobile,search/tag/wp-content,fb_ads
sess_4767,user_4,2025-03-27T20:37:50,2025-03-27T20:42:13,263,mobile,explore/main/app,fb_ads
sess_4768,user_650,2025-07-29T14:06:07,2025-07-29T17:00:16,10449,desktop,category/explore,
sess_4769,user_293,2025-08-14T17:15:24,2025-08-14T19:30:42,8118,mobile,explore/tags,fb_ads
sess_4770,user_525,2025-04-16T17:12:00,2025-04-16T18:58:28,6388,mobile,app,fb_ads
sess_4771,user_697,2025-05-09T03:44:13,2025-05-09T04:24:17,2404,mobile,posts,email
sess_4772,user_759,2024-11-07T23:44:32,2024-11-08T02:12:57,8905,mobile,search,google
sess_4773,user_1000,2024-04-19T06:43:47,2024-04-19T07:30:42,2815,mobile,categories,email
sess_4774,user_353,2024-02-17T09:35:38,2024-02-17T10:09:07,2009,mobile,wp-content/tag/explore,google
sess_4775,user_287,2024-02-25T07:22:35,2024-02-25T10:07:59,9924,mobile,explore/category/tag,email
sess_4776,user_580,2024-11-05T06:28:21,2024-11-05T08:35:26,7625,mobile,tag/search/search,fb_ads
sess_4777,user_641,2025-06-10T02:14:31,2025-06-10T04:37:38,8587,mobile,categories/blog,google
sess_4778,user_564,2025-08-13T01:46:18,2025-08-13T04:15:49,8971,mobile,app/app/tag,fb_ads
sess_4779,user_302,2024-06-18T08:29:30,2024-06-18T11:14:42,9912,desktop,tag/tags/blog,organic
sess_4780,user_949,2025-02-02T00:12:56,2025-02-02T00:40:20,1644,mobile,app,google
sess_4781,user_161,2024-10-06T02:55:24,2024-10-06T03:34:40,2356,mobile,tag/categories/search,fb_ads
sess_4782,user_72,2025-04-17T00:26:55,2025-04-17T00:35:09,494,mobile,app/category/blog,google
sess_4783,user_454,2025-01-02T10:05:17,2025-01-02T11:03:51,3514,mobile,wp-content/tags/categories,organic
sess_4784,user_716,2025-01-10T23:37:37,2025-01-11T01:06:52,5355,mobile,search,google
sess_4785,user_241,2024-12-12T18:37:01,2024-12-12T20:15:12,5891,mobile,posts,email
sess_4786,user_212,2024-06-06T22:16:59,2024-06-07T00:13:25,6986,mobile,list/list,google
sess_4787,user_914,2025-08-18T08:50:05,2025-08-18T11:02:02,7917,tablet,categories,fb_ads
sess_4788,user_709,2024-02-28T13:58:58,2024-02-28T15:30:54,5516,mobile,wp-content/app/categories,email
sess_4789,user_1,2024-10-02T00:23:14,2024-10-02T01:46:59,5025,mobile,main/categories,organic
sess_4790,user_851,2025-06-05T18:24:01,2025-06-05T21:09:28,9927,mobile,tags,organic
sess_4791,user_419,2025-04-17T19:02:24,2025-04-17T19:12:23,599,mobile,explore,email
sess_4792,user_239,2024-03-28T00:52:22,2024-03-28T02:50:55,7113,mobile,explore/tag,organic
sess_4793,user_215,2024-09-23T23:46:30,2024-09-24T01:33:33,6423,desktop,explore/blog,google
sess_4794,user_623,2024-08-06T21:57:05,2024-08-06T22:31:14,2049,mobile,explore/wp-content,organic
sess_4795,user_581,2024-03-11T10:11:51,2024-03-11T11:23:05,4274,mobile,blog,fb_ads
sess_4796,user_768,2024-08-25T21:05:30,2024-08-25T22:54:08,6518,mobile,posts,organic
sess_4797,user_394,2025-09-22T14:02:49,2025-09-22T14:44:17,2488,desktop,main,fb_ads
sess_4798,user_163,2024-06-03T12:09:13,2024-06-03T14:15:07,7554,desktop,categories/list,organic
sess_4799,user_380,2024-01-16T11:31:14,2024-01-16T13:33:47,7353,mobile,search/app/explore,fb_ads
sess_4800,user_952,2025-08-19T15:41:59,2025-08-19T17:16:02,5643,mobile,explore/blog/categories,google
sess_4801,user_448,2024-09-08T17:56:59,2024-09-08T19:25:27,5308,mobile,search/tags/tags,organic
sess_4802,user_633,2025-04-02T14:01:04,2025-04-02T15:47:57,6413,mobile,app/category,email
sess_4803,user_991,2025-07-10T07:31:17,2025-07-10T10:24:50,10413,tablet,categories/posts/tag,
sess_4804,user_425,2024-05-03T15:23:07,2024-05-03T16:00:38,2251,desktop,category/tag,
sess_4805,user_533,2024-05-07T21:37:42,2024-05-07T23:19:28,6106,mobile,wp-content/posts,organic
sess_4806,user_873,2025-07-06T09:32:15,2025-07-06T10:45:19,4384,mobile,explore/search,organic
sess_4807,user_393,2024-02-11T11:09:51,2024-02-11T12:09:49,3598,mobile,main/tag,
sess_4808,user_673,2025-07-28T09:03:16,2025-07-28T09:44:54,2498,mobile,blog/explore/tag,fb_ads
sess_4809,user_201,2024-08-30T10:18:55,2024-08-30T10:22:07,192,mobile,app/search,google
sess_4810,user_781,2025-05-10T16:32:15,2025-05-10T17:15:24,2589,mobile,wp-content/search,email
sess_4811,user_526,2025-02-02T20:49:56,2025-02-02T21:45:38,3342,mobile,list/wp-content/app,organic
sess_4812,user_179,2024-02-26T07:53:39,2024-02-26T08:34:50,2471,mobile,posts,
sess_4813,user_269,2024-02-22T10:43:20,2024-02-22T12:20:48,5848,mobile,tags/list,fb_ads
sess_4814,user_196,2024-06-13T09:05:22,2024-06-13T09:34:54,1772,mobile,category/list,organic
sess_4815,user_614,2024-02-17T12:06:52,2024-02-17T13:11:10,3858,mobile,tags/tag,fb_ads
sess_4816,user_285,2025-06-11T04:42:17,2025-06-11T04:55:28,791,mobile,app/list/main,email
sess_4817,user_34,2024-09-26T08:59:25,2024-09-26T10:37:01,5856,mobile,main/explore/explore,fb_ads
sess_4818,user_998,2024-12-06T09:42:21,2024-12-06T10:58:24,4563,mobile,explore/tag,fb_ads
sess_4819,user_571,2024-12-10T04:52:15,2024-12-10T06:26:14,5639,mobile,wp-content/list/wp-content,
sess_4820,user_832,2024-04-28T01:01:24,2024-04-28T02:24:11,4967,mobile,app,fb_ads
sess_4821,user_509,2025-05-29T16:38:01,2025-05-29T19:16:57,9536,mobile,category,email
sess_4822,user_811,2025-09-07T23:53:15,2025-09-08T02:17:26,8651,desktop,blog/app/blog,organic
sess_4823,user_205,2024-02-26T05:00:41,2024-02-26T07:27:37,8816,mobile,category/wp-content/search,email
sess_4824,user_835,2024-10-11T03:14:53,2024-10-11T04:08:44,3231,mobile,posts/explore,organic
sess_4825,user_616,2024-02-09T13:49:31,2024-02-09T15:15:10,5139,mobile,tag/blog,fb_ads
sess_4826,user_380,2024-11-14T18:33:35,2024-11-14T18:37:46,251,desktop,posts/explore,google
sess_4827,user_524,2025-07-04T06:28:56,2025-07-04T08:45:14,8178,mobile,posts/tags,
sess_4828,user_57,2024-07-29T13:25:09,2024-07-29T14:36:49,4300,mobile,app,email
